NP_ID,configuration_or_branch,deleted_criterion,applicability,operation_type,source_checkpoint,baseline_id,baseline_role,baseline_winner,baseline_complete_weak_order,note,scope,terminal_weight_perturbation_rerun,native_sensitivity,decision_matrix_perturbation
NP04,NP04_PRIMARY,MSC,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1B/NP04/NP04_INTERMEDIATES.csv — prespecified primary literal rough normalized matrix + printed rough weights,NP04_PRIMARY_LITERAL,PRIMARY,SFT-4,SFT-4 > SFT-5 > SFT-6 > SFT-2 > SFT-3 > SFT-1,remaining rough weights unchanged; no interval collapse; no Table-6/rounding explanatory comparison outside the primary reconstruction,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hamming,C1,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_1,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hamming,C2,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_1,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hamming,C3,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_1,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hamming,C4,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_1,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hamming,C5,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_1,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hamming,C6,NE,NE,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv,NP05_ENSEMBLE_1,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,sole cost criterion; deletion makes native COPRAS cost-side formula undefined,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Euclidean,C1,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_2,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Euclidean,C2,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_2,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Euclidean,C3,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_2,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Euclidean,C4,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_2,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Euclidean,C5,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_2,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Euclidean,C6,NE,NE,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv,NP05_ENSEMBLE_2,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,sole cost criterion; deletion makes native COPRAS cost-side formula undefined,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hausdorff,C1,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_3,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hausdorff,C2,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_3,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hausdorff,C3,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_3,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hausdorff,C4,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_3,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hausdorff,C5,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_3,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-I_Hausdorff,C6,NE,NE,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv,NP05_ENSEMBLE_3,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,sole cost criterion; deletion makes native COPRAS cost-side formula undefined,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hamming,C1,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_4,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hamming,C2,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_4,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hamming,C3,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_4,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hamming,C4,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_4,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hamming,C5,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_4,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hamming,C6,NE,NE,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv,NP05_ENSEMBLE_4,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,sole cost criterion; deletion makes native COPRAS cost-side formula undefined,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Euclidean,C1,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_5,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Euclidean,C2,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_5,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Euclidean,C3,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_5,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Euclidean,C4,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_5,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Euclidean,C5,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_5,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Euclidean,C6,NE,NE,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv,NP05_ENSEMBLE_5,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,sole cost criterion; deletion makes native COPRAS cost-side formula undefined,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hausdorff,C1,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_6,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hausdorff,C2,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_6,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hausdorff,C3,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_6,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hausdorff,C4,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_6,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hausdorff,C5,APPLICABLE,NATIVE_REWEIGHTING_AFTER_DELETION,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv — retained HFEs with entropy-distance normalization recomputed,NP05_ENSEMBLE_6,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,q=2 and beta=3 fixed; C6 retained as sole cost criterion,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP05,p-HFC_CE-II_Hausdorff,C6,NE,NE,data/standardized/runtime/R1B/NP05/NP05_EXTRACTION.csv,NP05_ENSEMBLE_6,CO-PRIMARY_ENSEMBLE,A2,A2 > A1 > A3,sole cost criterion; deletion makes native COPRAS cost-side formula undefined,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP06,NP06_NE,VRC,NE,NE,results/reference/native/NP06/NP06_COMPUTED_OUTPUTS_PRECOMPARISON.csv,NP06_PRIMARY,PRIMARY,A1,A1 > A2 > A3 > A4,Single-criterion deletion NE: no defensible reduced Choquet capacity; interaction-off comparison reserved for source-defined sensitivity,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP06,NP06_NE,CRC,NE,NE,results/reference/native/NP06/NP06_COMPUTED_OUTPUTS_PRECOMPARISON.csv,NP06_PRIMARY,PRIMARY,A1,A1 > A2 > A3 > A4,Single-criterion deletion NE: no defensible reduced Choquet capacity; interaction-off comparison reserved for source-defined sensitivity,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP06,NP06_NE,SRC,NE,NE,results/reference/native/NP06/NP06_COMPUTED_OUTPUTS_PRECOMPARISON.csv,NP06_PRIMARY,PRIMARY,A1,A1 > A2 > A3 > A4,Single-criterion deletion NE: no defensible reduced Choquet capacity; interaction-off comparison reserved for source-defined sensitivity,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Brand image,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Market position,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,References,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Vision,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Implementation cost,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Purchasing cost,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Service & support cost,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Compatibility,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Cross-module integration,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Functionality,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP07,KILIC_2015_PROMETHEE_II,Reliability,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1C/NP07/NP07_EXTRACTION.csv — printed ANP weights + performance/preference-function system,NP07_KILIC2015_PRIMARY,PRIMARY_LINEAGE_BASELINE,E,E > A > D > C > B,printed weights renormalized after deletion; V-shape p=2 fixed; Temur & Bolat CBDO excluded,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP08,NP08_NE,c1,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP08_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,no terminally unique LP solution/tie-break baseline,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP08,NP08_NE,c2,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP08_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,no terminally unique LP solution/tie-break baseline,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP08,NP08_NE,c3,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP08_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,no terminally unique LP solution/tie-break baseline,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP08,NP08_NE,c4,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP08_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,no terminally unique LP solution/tie-break baseline,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi11,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi12,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi13,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi14,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi15,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi21,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi22,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi23,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi24,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi31,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi32,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP09,NP09_NE,Xi33,NE,NE,docs/KNOWN_NE_AND_LIMITATIONS.md,NP09_NONE,NO_VALID_TERMINAL_BASELINE,NE,NE,literal native chain becomes nonfinite before terminal output,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C1,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C2,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C3,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C4,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
